RTH #	RSH #	RTK #	TH	SH	K	H POS	RTH Keyword	RSH Keyword	RTK Keyword	RTH Read	TH Read	RTH Lesson	RSH Lesson	RTK Lesson	K and H check	SH and TH check	K and TH keywords	SH and TH keywords	K and H Visual Check	orthodox	prc_variant	jpn_variant	is_duplicate
			絰	絰	絰					dié					K = SH	SH = TH	RTK key & RTH key missing			絰			FALSE
			絳	绛	絳					jiàng					K = TH	SH <> TH	RTK key & RTH key missing			絳			FALSE
			綃	绡	綃					xiāo					K = TH	SH <> TH	RTK key & RTH key missing			綃			FALSE
			綏	绥	綏					suí					K = TH	SH <> TH	RTK key & RTH key missing			綏			FALSE
			綑	綑	綑					kǔn					K = SH	SH = TH	RTK key & RTH key missing			綑			FALSE
			綵	綵	綵					cǎi					K = SH	SH = TH	RTK key & RTH key missing			綵			FALSE
			緇	缁	緇					zī					K = TH	SH <> TH	RTK key & RTH key missing			緇			FALSE
			緘	缄	緘					jiān					K = TH	SH <> TH	RTK key & RTH key missing			緘			FALSE
			緙	缂	緙					kè					K = TH	SH <> TH	RTK key & RTH key missing			緙			FALSE
			緝	缉	緝					jī|qī					K = TH	SH <> TH	RTK key & RTH key missing			緝			FALSE
			緬	缅	緬					miǎn					K = TH	SH <> TH	RTK key & RTH key missing			緬			FALSE
			緲	缈	緲					miǎo					K = TH	SH <> TH	RTK key & RTH key missing			緲			FALSE
			緹	缇	緹					tí					K = TH	SH <> TH	RTK key & RTH key missing			緹			FALSE
			縈	萦	縈					yíng					K = TH	SH <> TH	RTK key & RTH key missing			縈			FALSE
			縉	缙	縉					jìn					K = TH	SH <> TH	RTK key & RTH key missing			縉			FALSE
			縊	缢	縊					yì					K = TH	SH <> TH	RTK key & RTH key missing			縊			FALSE
			縐	绉	縐					zhōu|zhòu					K = TH	SH <> TH	RTK key & RTH key missing			縐			FALSE
			縑	缣	縑					jiān					K = TH	SH <> TH	RTK key & RTH key missing			縑			FALSE
			縕	縕	縕					yùn|yūn					K = SH	SH = TH	RTK key & RTH key missing			縕			FALSE
			縝	缜	縝					zhěn					K = TH	SH <> TH	RTK key & RTH key missing			縝			FALSE
			縲	缧	縲					léi					K = TH	SH <> TH	RTK key & RTH key missing			縲			FALSE
			縴	縴						qiān|niàn|qiàn					K missing	SH = TH	RTK key & RTH key missing			縴			FALSE
			縵	缦	縵					màn					K = TH	SH <> TH	RTK key & RTH key missing			縵			FALSE
			縹	缥	縹					piāo|piǎo					K = TH	SH <> TH	RTK key & RTH key missing			縹			FALSE
			繅	缫	繅					sāo					K = TH	SH <> TH	RTK key & RTH key missing			繅			FALSE
			繆	缪	繆					Miào|móu|miù					K = TH	SH <> TH	RTK key & RTH key missing			繆			FALSE
			繈	繈						qiǎng					K missing	SH = TH	RTK key & RTH key missing			繈			FALSE
			繐	繐	繐					huì|suì					K = SH	SH = TH	RTK key & RTH key missing			繐			FALSE
			繒	缯	繒					zēng|zèng					K = TH	SH <> TH	RTK key & RTH key missing			繒			FALSE
			繚	缭	繚					liáo					K = TH	SH <> TH	RTK key & RTH key missing			繚			FALSE
			繯	缳	繯					huán					K = TH	SH <> TH	RTK key & RTH key missing			繯			FALSE
			繹	绎	繹					yì					K = TH	SH <> TH	RTK key & RTH key missing			繹			FALSE
			繽	缤	繽					bīn					K = TH	SH <> TH	RTK key & RTH key missing			繽			FALSE
			纓	缨	纓					yīng					K = TH	SH <> TH	RTK key & RTH key missing			纓			FALSE
			纔	纔	纔					cái					K = SH	SH = TH	RTK key & RTH key missing			纔			FALSE
			罄	罄	罄					qìng					K = SH	SH = TH	RTK key & RTH key missing			罄			FALSE
			罅	罅	罅					xià					K = SH	SH = TH	RTK key & RTH key missing			罅			FALSE
			罈	罈						tán					K missing	SH = TH	RTK key & RTH key missing			罈			FALSE
			罌	罂	罌					yīng					K = TH	SH <> TH	RTK key & RTH key missing			罌			FALSE
			网	网	网					wǎng					K = SH	SH = TH	RTK key & RTH key missing			网			FALSE
			罔	罔	罔					wǎng					K = SH	SH = TH	RTK key & RTH key missing			罔			FALSE
			罝	罝	罝					jū|jiē					K = SH	SH = TH	RTK key & RTH key missing			罝			FALSE
			罟	罟	罟					gǔ					K = SH	SH = TH	RTK key & RTH key missing			罟			FALSE
			罡	罡	罡					gāng					K = SH	SH = TH	RTK key & RTH key missing			罡			FALSE
			罣	罣	罣					guà					K = SH	SH = TH	RTK key & RTH key missing			罣			FALSE
			罳	罳						sī					K missing	SH = TH	RTK key & RTH key missing			罳			FALSE
			罹	罹	罹					lí					K = SH	SH = TH	RTK key & RTH key missing			罹			FALSE
			羈	羁	羈					jī					K = TH	SH <> TH	RTK key & RTH key missing			羈			FALSE
			羌	羌	羌					Qiāng					K = SH	SH = TH	RTK key & RTH key missing			羌			FALSE
			羚	羚	羚					líng					K = SH	SH = TH	RTK key & RTH key missing			羚			FALSE
			羡	羡	羡					xiàn					K = SH	SH = TH	RTK key & RTH key missing			羡			FALSE
			羯	羯	羯					Jié					K = SH	SH = TH	RTK key & RTH key missing			羯			FALSE
			羲	羲	羲					Xī					K = SH	SH = TH	RTK key & RTH key missing			羲			FALSE
			羶	羶	羶					shān					K = SH	SH = TH	RTK key & RTH key missing			羶			FALSE
			羸	羸	羸					léi					K = SH	SH = TH	RTK key & RTH key missing			羸			FALSE
			羹	羹	羹					gēng					K = SH	SH = TH	RTK key & RTH key missing			羹			FALSE
			羼	羼	羼					chàn					K = SH	SH = TH	RTK key & RTH key missing			羼			FALSE
			羿	羿	羿					yì					K = SH	SH = TH	RTK key & RTH key missing			羿			FALSE
			翊	翊	翊					yì					K = SH	SH = TH	RTK key & RTH key missing			翊			FALSE
			翎	翎	翎					líng					K = SH	SH = TH	RTK key & RTH key missing			翎			FALSE
			翕	翕	翕					xī					K = SH	SH = TH	RTK key & RTH key missing			翕			FALSE
			翟	翟	翟					dí					K = SH	SH = TH	RTK key & RTH key missing			翟			FALSE
			翡	翡	翡					fěi					K = SH	SH = TH	RTK key & RTH key missing			翡			FALSE
			翩	翩	翩					piān					K = SH	SH = TH	RTK key & RTH key missing			翩			FALSE
			翮	翮	翮					hé					K = SH	SH = TH	RTK key & RTH key missing			翮			FALSE
			翱	翱						áo					K missing	SH = TH	RTK key & RTH key missing			翱			FALSE
			翳	翳	翳					yì					K = SH	SH = TH	RTK key & RTH key missing			翳			FALSE
			翾	翾	翾					xuān					K = SH	SH = TH	RTK key & RTH key missing			翾			FALSE
			耄	耄	耄					mào					K = SH	SH = TH	RTK key & RTH key missing			耄			FALSE
			耆	耆	耆					qí					K = SH	SH = TH	RTK key & RTH key missing			耆			FALSE
			耋	耋	耋					dié					K = SH	SH = TH	RTK key & RTH key missing			耋			FALSE
			耒	耒	耒					lěi					K = SH	SH = TH	RTK key & RTH key missing			耒			FALSE
			耘	耘	耘					yún					K = SH	SH = TH	RTK key & RTH key missing			耘			FALSE
			耙	耙	耙					bà|pá					K = SH	SH = TH	RTK key & RTH key missing			耙			FALSE
			耜	耜	耜					sì					K = SH	SH = TH	RTK key & RTH key missing			耜			FALSE
			耦	耦	耦					ǒu					K = SH	SH = TH	RTK key & RTH key missing			耦			FALSE
			耨	耨	耨					nòu					K = SH	SH = TH	RTK key & RTH key missing			耨			FALSE
			耷	耷	耷					dā					K = SH	SH = TH	RTK key & RTH key missing			耷			FALSE
			聆	聆	聆					líng					K = SH	SH = TH	RTK key & RTH key missing			聆			FALSE
			聒	聒	聒					guō					K = SH	SH = TH	RTK key & RTH key missing			聒			FALSE
			聱	聱	聱					áo					K = SH	SH = TH	RTK key & RTH key missing			聱			FALSE
			聵	聩	聵					kuì					K = TH	SH <> TH	RTK key & RTH key missing			聵			FALSE
			聶	聂	聶					Niè					K = TH	SH <> TH	RTK key & RTH key missing			聶			FALSE
			聿	聿	聿					yù					K = SH	SH = TH	RTK key & RTH key missing			聿			FALSE
			肄	肄	肄					yì					K = SH	SH = TH	RTK key & RTH key missing			肄			FALSE
			肓	肓	肓					huāng					K = SH	SH = TH	RTK key & RTH key missing			肓			FALSE
			肫	肫	肫					zhūn					K = SH	SH = TH	RTK key & RTH key missing			肫			FALSE
			胄	胄	胄					zhòu					K = SH	SH = TH	RTK key & RTH key missing			胄			FALSE
			胛	胛	胛					jiǎ					K = SH	SH = TH	RTK key & RTH key missing			胛			FALSE
			胝	胝	胝					zhī					K = SH	SH = TH	RTK key & RTH key missing			胝			FALSE
			胥	胥	胥					xū					K = SH	SH = TH	RTK key & RTH key missing			胥			FALSE
			胭	胭	胭					yān					K = SH	SH = TH	RTK key & RTH key missing			胭			FALSE
			胯	胯	胯					kuà					K = SH	SH = TH	RTK key & RTH key missing			胯			FALSE
			胰	胰	胰					yí					K = SH	SH = TH	RTK key & RTH key missing			胰			FALSE
			胺	胺	胺					àn					K = SH	SH = TH	RTK key & RTH key missing			胺			FALSE
			胼	胼	胼					pián					K = SH	SH = TH	RTK key & RTH key missing			胼			FALSE
			脣	脣	脣					chún					K = SH	SH = TH	RTK key & RTH key missing			脣			FALSE
			脯	脯	脯					pú|fǔ					K = SH	SH = TH	RTK key & RTH key missing			脯			FALSE
			脰	脰	脰					dòu					K = SH	SH = TH	RTK key & RTH key missing			脰			FALSE
			腄	腄						hóu|zhuī|chuái|chuí|shuí|yóu|zhuì					K missing	SH = TH	RTK key & RTH key missing			腄			FALSE
			腆	腆	腆					tiǎn					K = SH	SH = TH	RTK key & RTH key missing			腆			FALSE
			腋	腋	腋					yè					K = SH	SH = TH	RTK key & RTH key missing			腋			FALSE
			腌	腌	腌					yān|ā					K = SH	SH = TH	RTK key & RTH key missing			腌			FALSE
			腓	腓	腓					féi					K = SH	SH = TH	RTK key & RTH key missing			腓			FALSE
			腮	腮	腮					sāi					K = SH	SH = TH	RTK key & RTH key missing			腮			FALSE
			腱	腱	腱					jiàn					K = SH	SH = TH	RTK key & RTH key missing			腱			FALSE
			腴	腴	腴					yú					K = SH	SH = TH	RTK key & RTH key missing			腴			FALSE
			膂	膂	膂					lǚ					K = SH	SH = TH	RTK key & RTH key missing			膂			FALSE
			膈	膈	膈					gé					K = SH	SH = TH	RTK key & RTH key missing			膈			FALSE
			膘	膘	膘					biāo					K = SH	SH = TH	RTK key & RTH key missing			膘			FALSE
			膺	膺	膺					yīng					K = SH	SH = TH	RTK key & RTH key missing			膺			FALSE
			膾	脍	膾					kuài					K = TH	SH <> TH	RTK key & RTH key missing			膾			FALSE
			臀	臀	臀					tún					K = SH	SH = TH	RTK key & RTH key missing			臀			FALSE
			臃	臃	臃					yōng					K = SH	SH = TH	RTK key & RTH key missing			臃			FALSE
			臍	脐	臍					qí					K = TH	SH <> TH	RTK key & RTH key missing			臍			FALSE
			臏	膑	臏					bìn					K = TH	SH <> TH	RTK key & RTH key missing			臏			FALSE
			臚	胪	臚					lú					K = TH	SH <> TH	RTK key & RTH key missing			臚			FALSE
			臢	臢						zā					K missing	SH = TH	RTK key & RTH key missing			臢			FALSE
			臧	臧	臧					zāng					K = SH	SH = TH	RTK key & RTH key missing			臧			FALSE
			臬	臬	臬					niè					K = SH	SH = TH	RTK key & RTH key missing			臬			FALSE
			臻	臻	臻					zhēn					K = SH	SH = TH	RTK key & RTH key missing			臻			FALSE
			臾	臾	臾					yú					K = SH	SH = TH	RTK key & RTH key missing			臾			FALSE
			舀	舀	舀					yǎo					K = SH	SH = TH	RTK key & RTH key missing			舀			FALSE
			舂	舂	舂					chōng					K = SH	SH = TH	RTK key & RTH key missing			舂			FALSE
			舐	舐	舐					shì					K = SH	SH = TH	RTK key & RTH key missing			舐			FALSE
			舔	舔	舔					tiǎn					K = SH	SH = TH	RTK key & RTH key missing			舔			FALSE
			舛	舛	舛					chuǎn					K = SH	SH = TH	RTK key & RTH key missing			舛			FALSE
			舢	舢	舢					shān					K = SH	SH = TH	RTK key & RTH key missing			舢			FALSE
			舨	舨	舨					bǎn					K = SH	SH = TH	RTK key & RTH key missing			舨			FALSE
			舫	舫	舫					fǎng					K = SH	SH = TH	RTK key & RTH key missing			舫			FALSE
			艋	艋	艋					měng					K = SH	SH = TH	RTK key & RTH key missing			艋			FALSE
			艮	艮	艮					gěn|gèn					K = SH	SH = TH	RTK key & RTH key missing			艮			FALSE
			艸	艸	艸					cǎo					K = SH	SH = TH	RTK key & RTH key missing			艸			FALSE
			芃	芃	芃					chai|péng|féng					K = SH	SH = TH	RTK key & RTH key missing			芃			FALSE
			芊	芊	芊					qiān					K = SH	SH = TH	RTK key & RTH key missing			芊			FALSE
			芍	芍	芍					sháo					K = SH	SH = TH	RTK key & RTH key missing			芍			FALSE
			芎	芎	芎					xiōng					K = SH	SH = TH	RTK key & RTH key missing			芎			FALSE
			芟	芟	芟					shān					K = SH	SH = TH	RTK key & RTH key missing			芟			FALSE
			芡	芡	芡					qiàn					K = SH	SH = TH	RTK key & RTH key missing			芡			FALSE
			芣	芣	芣					fú					K = SH	SH = TH	RTK key & RTH key missing			芣			FALSE
			芷	芷	芷					zhǐ					K = SH	SH = TH	RTK key & RTH key missing			芷			FALSE
			苒	苒	苒					rǎn					K = SH	SH = TH	RTK key & RTH key missing			苒			FALSE
			苕	苕	苕					sháo|tiáo					K = SH	SH = TH	RTK key & RTH key missing			苕			FALSE
			苜	苜	苜					mù					K = SH	SH = TH	RTK key & RTH key missing			苜			FALSE
			苞	苞	苞					bāo					K = SH	SH = TH	RTK key & RTH key missing			苞			FALSE
			苣	苣	苣					qǔ|jù					K = SH	SH = TH	RTK key & RTH key missing			苣			FALSE
			苤	苤	苤					piě					K = SH	SH = TH	RTK key & RTH key missing			苤			FALSE
			苧	苎	苧					zhù					K = TH	SH <> TH	RTK key & RTH key missing			苧			FALSE
			苯	苯	苯					běn					K = SH	SH = TH	RTK key & RTH key missing			苯			FALSE
			苹	苹	苹					píng					K = SH	SH = TH	RTK key & RTH key missing			苹			FALSE
			茁	茁	茁					zhuó					K = SH	SH = TH	RTK key & RTH key missing			茁			FALSE
			茗	茗	茗					míng					K = SH	SH = TH	RTK key & RTH key missing			茗			FALSE
			茱	茱	茱					zhū					K = SH	SH = TH	RTK key & RTH key missing			茱			FALSE
			茲	兹	茲					zī|cí					K = TH	SH <> TH	RTK key & RTH key missing			茲			FALSE
			茴	茴	茴					huí					K = SH	SH = TH	RTK key & RTH key missing			茴			FALSE
			茹	茹	茹					rú					K = SH	SH = TH	RTK key & RTH key missing			茹			FALSE
			荀	荀	荀					Xún					K = SH	SH = TH	RTK key & RTH key missing			荀			FALSE
			荃	荃	荃					quán					K = SH	SH = TH	RTK key & RTH key missing			荃			FALSE
			荏	荏	荏					rěn					K = SH	SH = TH	RTK key & RTH key missing			荏			FALSE
			荐	荐	荐					jiàn					K = SH	SH = TH	RTK key & RTH key missing			荐			FALSE
			荔	荔	荔					lì					K = SH	SH = TH	RTK key & RTH key missing			荔			FALSE
			荸	荸	荸					bí					K = SH	SH = TH	RTK key & RTH key missing			荸			FALSE
			荼	荼	荼					tú					K = SH	SH = TH	RTK key & RTH key missing			荼			FALSE
			莆	莆	莆					Pú					K = SH	SH = TH	RTK key & RTH key missing			莆			FALSE
			莎	莎	莎					suō|shā					K = SH	SH = TH	RTK key & RTH key missing			莎			FALSE
			莒	莒	莒					Jǔ					K = SH	SH = TH	RTK key & RTH key missing			莒			FALSE
			莘	莘	莘					shēn					K = SH	SH = TH	RTK key & RTH key missing			莘			FALSE
			莠	莠	莠					yǒu					K = SH	SH = TH	RTK key & RTH key missing			莠			FALSE
			莢	荚	莢					jiá					K = TH	SH <> TH	RTK key & RTH key missing			莢			FALSE
			莧	苋	莧					xiàn					K = TH	SH <> TH	RTK key & RTH key missing			莧			FALSE
			莩	莩	莩					piǎo|fú					K = SH	SH = TH	RTK key & RTH key missing			莩			FALSE
			莪	莪	莪					é					K = SH	SH = TH	RTK key & RTH key missing			莪			FALSE
			菁	菁	菁					jīng					K = SH	SH = TH	RTK key & RTH key missing			菁			FALSE
			菔	菔	菔					fú					K = SH	SH = TH	RTK key & RTH key missing			菔			FALSE
			菟	菟	菟					tù|tú					K = SH	SH = TH	RTK key & RTH key missing			菟			FALSE
			菴	菴	菴					ān|yǎn					K = SH	SH = TH	RTK key & RTH key missing			菴			FALSE
			菹	菹	菹					zū					K = SH	SH = TH	RTK key & RTH key missing			菹			FALSE
			菽	菽	菽					shū					K = SH	SH = TH	RTK key & RTH key missing			菽			FALSE
			萃	萃	萃					cuì					K = SH	SH = TH	RTK key & RTH key missing			萃			FALSE
			萇	苌	萇					Cháng					K = TH	SH <> TH	RTK key & RTH key missing			萇			FALSE
			萋	萋	萋					qī					K = SH	SH = TH	RTK key & RTH key missing			萋			FALSE
			萱	萱	萱					xuān					K = SH	SH = TH	RTK key & RTH key missing			萱			FALSE
			萵	莴	萵					wō					K = TH	SH <> TH	RTK key & RTH key missing			萵			FALSE
			萸	萸	萸					yú					K = SH	SH = TH	RTK key & RTH key missing			萸			FALSE
			萼	萼	萼					è					K = SH	SH = TH	RTK key & RTH key missing			萼			FALSE
			葆	葆	葆					bǎo					K = SH	SH = TH	RTK key & RTH key missing			葆			FALSE
			葩	葩	葩					pā					K = SH	SH = TH	RTK key & RTH key missing			葩			FALSE
			葫	葫	葫					hú					K = SH	SH = TH	RTK key & RTH key missing			葫			FALSE
			葭	葭	葭					jiā					K = SH	SH = TH	RTK key & RTH key missing			葭			FALSE
			葯	葯	葯					yào					K = SH	SH = TH	RTK key & RTH key missing			葯			FALSE
			蒞	莅	蒞					lì					K = TH	SH <> TH	RTK key & RTH key missing			蒞			FALSE
			蒻	蒻	蒻					ruò|nuò					K = SH	SH = TH	RTK key & RTH key missing			蒻			FALSE
			蒿	蒿	蒿					hāo					K = SH	SH = TH	RTK key & RTH key missing			蒿			FALSE
			蓀	荪	蓀					sūn					K = TH	SH <> TH	RTK key & RTH key missing			蓀			FALSE
			蓆	蓆	蓆					xí					K = SH	SH = TH	RTK key & RTH key missing			蓆			FALSE
			蓊	蓊	蓊					wěng					K = SH	SH = TH	RTK key & RTH key missing			蓊			FALSE
			蓓	蓓	蓓					bèi					K = SH	SH = TH	RTK key & RTH key missing			蓓			FALSE
			蓿	蓿	蓿					xu					K = SH	SH = TH	RTK key & RTH key missing			蓿			FALSE
			蔔	蔔	蔔					bo					K = SH	SH = TH	RTK key & RTH key missing			蔔			FALSE
			蔗	蔗	蔗					zhè					K = SH	SH = TH	RTK key & RTH key missing			蔗			FALSE
			蔡	蔡	蔡					Cài					K = SH	SH = TH	RTK key & RTH key missing			蔡			FALSE
			蕁	蕁	蕁					qián|xún					K = SH	SH = TH	RTK key & RTH key missing			蕁			FALSE
			蕈	蕈	蕈					xùn					K = SH	SH = TH	RTK key & RTH key missing			蕈			FALSE
			蕕	莸	蕕					yóu					K = TH	SH <> TH	RTK key & RTH key missing			蕕			FALSE
			蕙	蕙	蕙					huì					K = SH	SH = TH	RTK key & RTH key missing			蕙			FALSE
			蕞	蕞	蕞					zuì					K = SH	SH = TH	RTK key & RTH key missing			蕞			FALSE
			蕷	蓣	蕷					yù					K = TH	SH <> TH	RTK key & RTH key missing			蕷			FALSE
			薇	薇	薇					wēi					K = SH	SH = TH	RTK key & RTH key missing			薇			FALSE
			薊	蓟	薊					jì					K = TH	SH <> TH	RTK key & RTH key missing			薊			FALSE
			薏	薏	薏					yì					K = SH	SH = TH	RTK key & RTH key missing			薏			FALSE
			薔	蔷	薔					qiáng					K = TH	SH <> TH	RTK key & RTH key missing			薔			FALSE
			薜	薜	薜					bì					K = SH	SH = TH	RTK key & RTH key missing			薜			FALSE
			薤	薤	薤					xiè					K = SH	SH = TH	RTK key & RTH key missing			薤			FALSE
			薹	薹	薹					tái					K = SH	SH = TH	RTK key & RTH key missing			薹			FALSE
			薺	荠	薺					qí|jì					K = TH	SH <> TH	RTK key & RTH key missing			薺			FALSE
			藐	藐	藐					miǎo					K = SH	SH = TH	RTK key & RTH key missing			藐			FALSE
			藕	藕	藕					ǒu					K = SH	SH = TH	RTK key & RTH key missing			藕			FALSE
			藹	蔼	藹					ǎi					K = TH	SH <> TH	RTK key & RTH key missing			藹			FALSE
			藺	蔺	藺					lìn					K = TH	SH <> TH	RTK key & RTH key missing			藺			FALSE
			蘚	藓	蘚					xiǎn					K = TH	SH <> TH	RTK key & RTH key missing			蘚			FALSE
			蘸	蘸	蘸					zhàn					K = SH	SH = TH	RTK key & RTH key missing			蘸			FALSE
			虱	虱	虱					shī					K = SH	SH = TH	RTK key & RTH key missing			虱			FALSE
			虺	虺	虺					huǐ|huī					K = SH	SH = TH	RTK key & RTH key missing			虺			FALSE
			蚌	蚌	蚌					bàng					K = SH	SH = TH	RTK key & RTH key missing			蚌			FALSE
			蚓	蚓	蚓					yǐn					K = SH	SH = TH	RTK key & RTH key missing			蚓			FALSE
			蚜	蚜	蚜					yá					K = SH	SH = TH	RTK key & RTH key missing			蚜			FALSE
